Name,Organization,Homepage,Logo,Twitter,Crunchbase URL,Market Cap,Ticker,Funding,Member,Relation,License,Headquarters,Latest Tweet Date,Description,Crunchbase Description,Crunchbase Homepage,Crunchbase City,Crunchbase Region,Crunchbase Country,Crunchbase Twitter,Crunchbase Linkedin,Crunchbase Ticker,Crunchbase Kind,Crunchbase Min Employees,Crunchbase Max Employees,Category,Subcategory,OSS,Github Repo,Github Stars,Github Description,Github Latest Commit Date,Github Latest Commit Link,Github Release Date,Github Release Link,Github Start Commit Date,Github Start Commit Link,Github Contributors Count,Github Contributors Link,Accepted,Incubation,Graduated,Dev Stats Url,Artwork Url,Blog Url,Mailing List Url,Slack Url,Youtube Url,Chat Channel
"sso","BuzzFeed","https://github.com/buzzfeed/sso","https://landscape.cncf.io/logos/sso.svg","https://twitter.com/buzzfeedexp","https://www.crunchbase.com/organization/buzzfeed",148877664,"BZFD",696300000,false,false,"MIT License","New York, New York","2022-09-02 15:44:13","sso, aka S.S.Octopus, aka octoboi, is a single sign-on solution for securing internal services","BuzzFeed is a cross-platform digital media company delivering news and entertainment content to a global audience.","https://www.buzzfeed.com","New York","New York","United States","https://twitter.com/buzzfeed","https://www.linkedin.com/company/buzzfeed","BZFD","market_cap",1001,5000,"Provisioning","Key Management",true,"https://github.com/buzzfeed/sso",2971,"sso, aka S.S.Octopus, aka octoboi, is a single sign-on solution for securing internal services","","https://github.com/buzzfeed/sso/commit/8f2d3aca98d40e4469b81a7c32bb4d6bc1360087","2021-06-25 17:35:45","https://github.com/buzzfeed/sso/releases","2018-08-16 20:44:54","https://github.com/buzzfeed/sso/commit/44bc220fda08c2ac5e6ac86cc3c2418ee19b6e46",30,"https://github.com/buzzfeed/sso/graphs/contributors",,,,,,,,,,
"Teleport","Teleport","https://goteleport.com","https://landscape.cncf.io/logos/teleport.svg","https://twitter.com/goteleport","https://www.crunchbase.com/organization/gravitational",,,169200000,"Silver","member","Apache License 2.0","Oakland, California","2022-12-05 23:01:36","The easiest, most secure way to access infrastructure.","Teleport access plane consolidates connectivity, authentication, authorization, and audit into a single platform.","http://goteleport.com/","Oakland","California","United States","https://twitter.com/goteleport","https://www.linkedin.com/company/go-teleport/",,"funding",101,250,"Provisioning","Key Management",true,"https://github.com/gravitational/teleport",13173,"The easiest, most secure way to access infrastructure.","","https://github.com/gravitational/teleport/commit/8498346fbae40a890c72bc4a6cefe735ea9a606f","2022-12-06 22:38:48","https://github.com/gravitational/teleport/releases","2015-03-02 19:36:00","https://github.com/gravitational/teleport/commit/1aff702c2aa605ac8202f9b4001d35adf5e540a9",268,"https://github.com/gravitational/teleport/graphs/contributors",,,,,,,,,,
"Teller","Spectral","https://tlr.dev","https://landscape.cncf.io/logos/teller.svg","https://twitter.com/getspectral","https://www.crunchbase.com/organization/spectral-4f70",,,6200000,false,"sandbox","Apache License 2.0","Tel Aviv-yafo, Israel","2022-04-06 16:45:59","Cloud native secrets management for developers - never leave your command line for secrets.","Spectral is an Israeli startup and key innovator in developer-first security tools designed by developers for developers.","https://spectralops.io","Tel Aviv-yafo","Tel Aviv","Israel","https://twitter.com/getspectral","https://www.linkedin.com/company/spectralops-io/",,"funding",11,50,"Provisioning","Key Management",true,"https://github.com/SpectralOps/Teller",1262,"Cloud native secrets management for developers - never leave your command line for secrets.","","https://github.com/tellerops/teller/commit/7b714bc2f1d5e14920f2add828fdf7425148ff6b","2022-10-13 08:18:04","https://github.com/SpectralOps/Teller/releases","2021-03-24 16:29:46","https://github.com/SpectralOps/teller/commit/d018e8c06e4c0b0e511337b3565eb98c4076fa20",19,"https://github.com/SpectralOps/Teller/graphs/contributors","2022-04-26",,,,,,"https://github.com/SpectralOps/teller/discussions",,,
"Vault","HashiCorp","https://www.vaultproject.io/","https://landscape.cncf.io/logos/vault.svg","https://twitter.com/HashiCorp","https://www.crunchbase.com/organization/hashicorp",4747174912,"HCP",349175000,"Silver","member","Mozilla Public License 2.0","San Francisco, California","2022-12-06 23:59:00","A tool for secrets management, encryption as a service, and privileged access management","HashiCorp is a remote-first company that solves development, security, and operations challenges in infrastructure.","https://www.hashicorp.com","San Francisco","California","United States","https://twitter.com/HashiCorp","https://www.linkedin.com/company/HashiCorp","HCP","market_cap",1001,5000,"Provisioning","Key Management",true,"https://github.com/hashicorp/vault",26495,"A tool for secrets management, encryption as a service, and privileged access management","","https://github.com/hashicorp/vault/commit/e1f7a7eac36dba1d4cf2ce4a1bd7208020795222","2022-11-30 20:02:10","https://github.com/hashicorp/vault/releases","2015-02-25 00:15:59","https://github.com/hashicorp/vault/commit/ed3069f01d4ee023d296212a3521d3354f109194",1285,"https://github.com/hashicorp/vault/graphs/contributors",,,,,,,,,,
"Alluxio","Alluxio","https://www.alluxio.io/","https://landscape.cncf.io/logos/alluxio.svg","https://twitter.com/alluxio","https://www.crunchbase.com/organization/alluxio",,,73000000,false,false,"Apache License 2.0","San Mateo, California","2022-12-06 17:10:15","Alluxio, data orchestration for analytics and machine learning in the cloud","Data Orchestration for AI and Analytics in the Cloud","https://www.alluxio.io","San Mateo","California","United States","https://twitter.com/Alluxio","https://www.linkedin.com/company/alluxio-inc-",,"funding",51,100,"Runtime","Cloud Native Storage",true,"https://github.com/alluxio/alluxio",6012,"Alluxio, data orchestration for analytics and machine learning in the cloud","","https://github.com/Alluxio/alluxio/commit/9ff756a4757000156983e875fdd3d3e2b6bd38fb","2022-11-14 19:05:50","https://github.com/alluxio/alluxio/releases","2012-12-21 17:43:46","https://github.com/Alluxio/alluxio/commit/c1ad7ba0ea332e9792575dbae4fabc5524bdcfa0",1408,"https://github.com/alluxio/alluxio/graphs/contributors",,,,,,,,,,
"Carina","Bocloud","http://www.opencarina.io","https://landscape.cncf.io/logos/carina.svg",,"https://www.crunchbase.com/organization/bocloud",,,29771598,"Silver","member","Apache License 2.0","Suzhou, China","","Carina: an high performance and ops-free local storage for kubernetes","BoCloud provides professional cloud computing services for enterprise customers, focusing on PaaS technology.","http://www.bocloud.com.cn","Suzhou","Jiangsu","China",,,,"funding",501,1000,"Runtime","Cloud Native Storage",true,"https://github.com/carina-io/carina",515,"Carina: an high performance and ops-free local storage for kubernetes","","https://github.com/carina-io/carina/commit/c4ee5ab347a7ba06642ac77096e2edc6736eed6d","2022-09-19 02:02:34","https://github.com/carina-io/carina/releases","2021-01-25 03:18:07","https://github.com/carina-io/carina/commit/714a2124753e75fcba5f2a571941fbec79c06764",15,"https://github.com/carina-io/carina/graphs/contributors",,,,,,,,,,
"Ceph","Ceph Foundation","https://ceph.io/en","https://landscape.cncf.io/logos/ceph.svg","https://twitter.com/Ceph","https://www.crunchbase.com/organization/ceph-foundation",,,,false,false,"Other","San Francisco, California","2022-12-05 21:12:18","Ceph is a distributed object, block, and file storage platform ","The Ceph Foundation exists to enable industry members to collaborate and pool resources to support the Ceph project community.",,"San Francisco","California","United States",,,,,,,"Runtime","Cloud Native Storage",true,"https://github.com/ceph/ceph",11316,"Ceph is a distributed object, block, and file storage platform ","","https://github.com/ceph/ceph/commit/dfe10da454794ed07b9e8d2edadb57c0c16e4e4c","",,"2001-04-28 22:22:35","https://github.com/ceph/ceph/commit/7091d44931086985a26cca2d263e307ad2f82001",1703,"https://github.com/ceph/ceph/graphs/contributors",,,,,,,,,,
"Container Storage Interface (CSI)","Google","https://github.com/container-storage-interface","https://landscape.cncf.io/logos/container-storage-interface-csi.svg","https://twitter.com/GCPcloud","https://www.crunchbase.com/organization/google",1268980776960,"GOOG",36101000,"Platinum","member","Apache License 2.0","Mountain View, California","","Container Storage Interface (CSI) Specification.","Google is a multinational corporation that specializes in Internet-related services and products.","https://www.google.com","Mountain View","California","United States","https://twitter.com/google","https://www.linkedin.com/company/google","GOOG","market_cap",10001,1000000,"Runtime","Cloud Native Storage",true,"https://github.com/container-storage-interface/spec",1114,"Container Storage Interface (CSI) Specification.","","https://github.com/container-storage-interface/spec/commit/3b67dfac0de6589644283082540e03ffb338ad03","2022-11-03 20:04:28","https://github.com/container-storage-interface/spec/releases","2017-05-19 04:23:40","https://github.com/container-storage-interface/spec/commit/1396c5bc6acfb4a2440dd633b2a62ba60ea9273b",36,"https://github.com/container-storage-interface/spec/graphs/contributors",,,,,,,,,,
"CubeFS","Cloud Native Computing Foundation (CNCF)","https://cubefs.io/","https://landscape.cncf.io/logos/cube-fs.svg","https://twitter.com/ChubaoFS","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-07-07 11:15:44","CubeFS is a cloud native distributed storage platform. ","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/cubeFS/cubefs",3037,"CubeFS is a cloud native distributed storage platform. ","","https://github.com/cubefs/cubefs/commit/4c17460b1a170ae4a1887b2420407bf977011e6f","2022-10-14 02:19:37","https://github.com/cubeFS/cubefs/releases","2019-02-19 03:15:06","https://github.com/chubaofs/chubaofs/commit/e7008c6c4ab3281d67c44648716cf932ac61277c",90,"https://github.com/cubeFS/cubefs/graphs/contributors","2019-12-16",,,"https://chubaofs.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#cubefs-logos",,,"https://cubefs.slack.com/",,
"Curve","Cloud Native Computing Foundation (CNCF)","http://www.opencurve.io/","https://landscape.cncf.io/logos/curve.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-12-07 04:03:52","Curve is a distributed storage system designed and developed independently by NetEase,  featured with high performance, high availability, high reliability and well expansibility,  and it can serve as the basis for storage systems designed for different scenario.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/opencurve/curve",1660,"Curve is a high-performance, lightweight-operation, cloud-native open source distributed storage system. Curve can be applied to: 1) mainstream cloud-native infrastructure platforms OpenStack and Kubernetes; 2) high-performance storage for cloud-native databases; 3) cloud storage middleware using S3-compatible object storage as a data storage.","","https://github.com/opencurve/curve/commit/c8f137a4713e87c75b5027cd70c470853029fbf5","2022-11-28 02:53:49","https://github.com/opencurve/curve/releases","2018-07-23 07:53:12","https://github.com/opencurve/curve/commit/520f7cad625f68bab28f6f3918e47084ea02fb41",66,"https://github.com/opencurve/curve/graphs/contributors","2022-09-14",,,,,,,,,
"Gluster","Red Hat","https://www.gluster.org/","https://landscape.cncf.io/logos/gluster.svg","https://twitter.com/gluster","https://www.crunchbase.com/organization/red-hat",132207198208,"IBM",0,"Platinum","member","GNU General Public License v2.0","Raleigh, North Carolina","","Gluster Filesystem : Build your distributed storage in minutes","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","IBM","market_cap",10001,1000000,"Runtime","Cloud Native Storage",true,"https://github.com/gluster/glusterfs",3891,"Gluster Filesystem : Build your distributed storage in minutes","","https://github.com/gluster/glusterfs/commit/1ec75045f06eb59835ff636eb0c020e4ddc7a10c","",,"2009-02-18 11:31:30","https://github.com/gluster/glusterfs/commit/f3b2e6580e5663292ee113c741343c8a43ee133f",407,"https://github.com/gluster/glusterfs/graphs/contributors",,,,,,,,,,
"HwameiStor","DaoCloud","https://hwameistor.io/","https://landscape.cncf.io/logos/hwamei-stor.svg","https://twitter.com/daocloudio","https://www.crunchbase.com/organization/daocloud",,,14600000,"Silver","member","Apache License 2.0","Shanghai, China","","Hwameistor is an HA local storage system for cloud-native stateful workloads","DaoCloud is a digital innovation leader in enterprise cloud computing.","https://www.daocloud.io","Shanghai","Shanghai","China","https://twitter.com/daocloudio","https://www.linkedin.com/company/daocloud-network-technology-co-ltd-",,"funding",101,250,"Runtime","Cloud Native Storage",true,"https://github.com/hwameistor/hwameistor",359,"Hwameistor is an HA local storage system for cloud-native stateful workloads. ","","https://github.com/hwameistor/hwameistor/commit/61b3329f73cef70591cf10706b657c47a403f0a7","2022-11-28 05:51:38","https://github.com/hwameistor/hwameistor/releases","2022-01-19 10:29:44","https://github.com/hwameistor/hwameistor/commit/079c7f937a797e939068ff0ae5c49951b58c3e0e",18,"https://github.com/hwameistor/hwameistor/graphs/contributors",,,,,,"https://hwameistor.io/blog",,,,
"JuiceFS","Juicedata","https://juicefs.com/","https://landscape.cncf.io/logos/juice-fs.svg","https://twitter.com/JuicedataInc","https://www.crunchbase.com/organization/juicefs",,,0,false,false,"Apache License 2.0","Emeryville, California","2022-12-06 03:05:44","JuiceFS is a distributed POSIX file system built on top of Redis and S3.","Juicedata is helping engineers to access and manage data easily in cloud.","https://juicefs.com","Emeryville","California","United States",,,,,11,50,"Runtime","Cloud Native Storage",true,"https://github.com/juicedata/juicefs",7088,"JuiceFS is a distributed POSIX file system built on top of Redis and S3.","","https://github.com/juicedata/juicefs/commit/7f8c1afd13acb77c7ac5bfa22c7b9550845789b9","2022-10-14 02:15:47","https://github.com/juicedata/juicefs/releases","2021-01-08 09:44:26","https://github.com/juicedata/juicefs/commit/d23762a7e926f896a3dd615677882b8e98ed29df",79,"https://github.com/juicedata/juicefs/graphs/contributors",,,,,,,,,,
